Sentence_id,Word,Label (J),Label (M),Label (Z),Unnamed: 5,Unnamed: 6,Unnamed: 7,O,B-C,I-C,B-E,I-E,B-BE,I-BE,Total_Label
328.0,is,O,O,O,,,system,,,,,,,,O
328.0,reduced,O,O,O,,,steering,,,,,,,,O
328.0,drive,O,O,O,,,assist,,,,,,,,O
328.0,with,O,O,O,,,is,,,,,,,,O
328.0,care,O,O,O,,,reduced,,,,,,,,O
328.0,service,O,O,O,,,drive,,,,,,,,O
328.0,esc,O,O,O,,,with,,,,,,,,O
328.0,i,O,O,O,,,care,,,,,,,,O
328.0,turned,O,O,O,,,service,,,,,,,,O
328.0,the,O,O,O,,,esc,,,,,,,,O
328.0,vehicle,O,O,O,,,i,,,,,,,,O
328.0,off,O,O,O,,,turned,,,,,,,,O
328.0,and,O,O,O,,,the,,,,,,,,O
328.0,on,O,O,O,,,vehicle,,,,,,,,O
328.0,multiple,O,O,O,,,off,,,,,,,,O
328.0,times,O,O,O,,,and,,,,,,,,O
328.0,over,O,O,O,,,on,,,,,,,,O
328.0,the,O,O,O,,,multiple,,,,,,,,O
328.0,course,O,O,O,,,times,,,,,,,,O
328.0,of,O,O,O,,,over,,,,,,,,O
328.0,20,O,O,O,,,the,,,,,,,,O
328.0,minutes,O,O,O,,,course,,,,,,,,O
328.0,exiting,O,O,O,,,of,,,,,,,,O
328.0,the,O,O,O,,,20,,,,,,,,O
328.0,vehicle,O,O,O,,,minutes,,,,,,,,O
328.0,locking,O,O,O,,,exiting,,,,,,,,O
328.0,the,O,O,O,,,the,,,,,,,,O
328.0,doors,O,O,O,,,vehicle,,,,,,,,O
328.0,unlocking,O,O,O,,,locking,,,,,,,,O
328.0,the,O,O,O,,,the,,,,,,,,O
328.0,doors,O,O,O,,,doors,,,,,,,,O
328.0,and,O,O,O,,,unlocking,,,,,,,,O
328.0,starting,O,O,O,,,the,,,,,,,,O
328.0,the,O,O,O,,,doors,,,,,,,,O
328.0,process,O,O,O,,,and,,,,,,,,O
328.0,from,O,O,O,,,starting,,,,,,,,O
328.0,the,O,O,O,,,the,,,,,,,,O
328.0,beginning,O,O,O,,,process,,,,,,,,O
328.0,i,O,O,O,,,from,,,,,,,,O
328.0,decided,O,O,O,,,the,,,,,,,,O
328.0,i,O,O,O,,,beginning,,,,,,,,O
328.0,wouldnt,O,O,O,,,i,,,,,,,,O
328.0,be,O,O,O,,,decided,,,,,,,,O
328.0,driving,O,O,O,,,i,,,,,,,,O
328.0,over,O,O,O,,,wouldnt,,,,,,,,O
328.0,62mph,O,O,O,,,be,,,,,,,,O
328.0,as,O,O,O,,,driving,,,,,,,,O
328.0,i,O,O,O,,,over,,,,,,,,O
328.0,was,O,O,O,,,62mph,,,,,,,,O
328.0,only,O,O,O,,,as,,,,,,,,O
328.0,2,O,O,O,,,i,,,,,,,,O
329.0,my,O,O,O,,,was,,,,,,,,O
329.0,wife,O,O,O,,,only,,,,,,,,O
329.0,was,O,O,O,,,2,,,,,,,,O
329.0,leaving,O,O,O,,,my,,,,,,,,O
329.0,for,O,O,O,,,wife,,,,,,,,O
329.0,work,O,O,O,,,was,,,,,,,,O
329.0,and,O,O,O,,,leaving,,,,,,,,O
329.0,her,O,O,O,,,for,,,,,,,,O
329.0,2013,O,O,O,,,work,,,,,,,,O
329.0,ford,O,O,O,,,and,,,,,,,,O
329.0,escape,O,O,O,,,her,,,,,,,,O
329.0,had,O,O,O,,,2013,,,,,,,,O
329.0,a,B-E,O,B-E,,,ford,,,,,,,,B-E
329.0,steering,I-E,O,I-E,,,escape,,,,,,,,I-E
329.0,assist,I-E,O,I-E,,,had,,,,,,,,I-E
329.0,failure,I-E,O,I-E,,,a,,,,,,,,I-E
329.0,light,O,O,O,,,steering,,,,,,,,O
329.0,come,O,O,O,,,assist,,,,,,,,O
329.0,on,O,O,O,,,failure,,,,,,,,O
329.0,on,O,O,O,,,light,,,,,,,,O
329.0,the,O,O,O,,,come,,,,,,,,O
329.0,dash,O,O,O,,,on,,,,,,,,O
329.0,board,O,O,O,,,on,,,,,,,,O
329.0,the,O,O,O,,,the,,,,,,,,O
329.0,steering,O,O,O,,,dash,,,,,,,,O
329.0,was,O,O,O,,,board,,,,,,,,O
329.0,very,O,O,O,,,the,,,,,,,,O
329.0,difficult,O,O,O,,,steering,,,,,,,,O
329.0,to,O,O,O,,,was,,,,,,,,O
329.0,drive,O,O,O,,,very,,,,,,,,O
329.0,she,O,O,O,,,difficult,,,,,,,,O
329.0,parked,O,O,O,,,to,,,,,,,,O
329.0,it,O,O,O,,,drive,,,,,,,,O
329.0,and,O,O,O,,,she,,,,,,,,O
329.0,used,O,O,O,,,parked,,,,,,,,O
329.0,my,O,O,O,,,it,,,,,,,,O
329.0,vehicle,O,O,O,,,and,,,,,,,,O
329.0,to,O,O,O,,,used,,,,,,,,O
329.0,get,O,O,O,,,my,,,,,,,,O
329.0,to,O,O,O,,,vehicle,,,,,,,,O
329.0,work,O,O,O,,,to,,,,,,,,O
329.0,i,O,O,O,,,get,,,,,,,,O
329.0,looked,O,O,O,,,to,,,,,,,,O
329.0,this,O,O,O,,,work,,,,,,,,O
329.0,up,O,O,O,,,i,,,,,,,,O
329.0,and,O,O,O,,,looked,,,,,,,,O
329.0,there,O,O,O,,,this,,,,,,,,O
329.0,are,O,O,O,,,up,,,,,,,,O
329.0,no,O,O,O,,,and,,,,,,,,O
329.0,recalls,O,O,O,,,there,,,,,,,,O
329.0,on,O,O,O,,,are,,,,,,,,O
329.0,this,O,O,O,,,no,,,,,,,,O
329.0,except,O,O,O,,,recalls,,,,,,,,O
329.0,for,O,O,O,,,on,,,,,,,,O
329.0,2008,O,O,O,,,this,,,,,,,,O
329.0,-2011,O,O,O,,,except,,,,,,,,O
329.0,ford,O,O,O,,,for,,,,,,,,O
329.0,escapes,O,O,O,,,2008,,,,,,,,O
329.0,but,O,O,O,,,-2011,,,,,,,,O
329.0,the,O,O,O,,,ford,,,,,,,,O
329.0,problem,O,O,O,,,escapes,,,,,,,,O
329.0,is,O,O,O,,,but,,,,,,,,O
329.0,continuing,O,O,O,,,the,,,,,,,,O
329.0,through,O,O,O,,,problem,,,,,,,,O
329.0,to,O,O,O,,,is,,,,,,,,O
329.0,2017,O,O,O,,,continuing,,,,,,,,O
329.0,from,O,O,O,,,through,,,,,,,,O
329.0,what,O,O,O,,,to,,,,,,,,O
329.0,i,O,O,O,,,2017,,,,,,,,O
329.0,read,O,O,O,,,from,,,,,,,,O
329.0,online,O,O,O,,,what,,,,,,,,O
329.0,mileage,O,O,O,,,i,,,,,,,,O
329.0,ranges,O,O,O,,,read,,,,,,,,O
329.0,from,O,O,O,,,online,,,,,,,,O
329.0,700,O,O,O,,,mileage,,,,,,,,O
329.0,and,O,O,O,,,ranges,,,,,,,,O
329.0,up,O,O,O,,,from,,,,,,,,O
329.0,ford,O,O,O,,,700,,,,,,,,O
329.0,has,O,O,O,,,and,,,,,,,,O
329.0,no,O,O,O,,,up,,,,,,,,O
329.0,fix,O,O,O,,,ford,,,,,,,,O
329.0,for,O,O,O,,,has,,,,,,,,O
329.0,this,O,O,O,,,no,,,,,,,,O
329.0,they,O,O,O,,,fix,,,,,,,,O
329.0,tell,O,O,O,,,for,,,,,,,,O
329.0,you,O,O,O,,,this,,,,,,,,O
329.0,they,O,O,O,,,they,,,,,,,,O
329.0,need,O,O,O,,,tell,,,,,,,,O
329.0,to,O,O,O,,,you,,,,,,,,O
329.0,flash,O,O,O,,,they,,,,,,,,O
329.0,the,O,O,O,,,need,,,,,,,,O
329.0,computer,O,O,O,,,to,,,,,,,,O
329.0,and,O,O,O,,,flash,,,,,,,,O
329.0,that,O,O,O,,,the,,,,,,,,O
329.0,fixes,O,O,O,,,computer,,,,,,,,O
329.0,the,O,O,O,,,and,,,,,,,,O
329.0,issue,O,O,O,,,that,,,,,,,,O
329.0,but,O,O,O,,,fixes,,,,,,,,O
329.0,it,O,O,O,,,the,,,,,,,,O
329.0,does,O,O,O,,,issue,,,,,,,,O
329.0,not,O,O,O,,,but,,,,,,,,O
329.0,i,O,O,O,,,it,,,,,,,,O
329.0,have,O,O,O,,,does,,,,,,,,O
329.0,read,O,O,O,,,not,,,,,,,,O
329.0,many,O,O,O,,,i,,,,,,,,O
329.0,reports,O,O,O,,,have,,,,,,,,O
329.0,that,O,O,O,,,read,,,,,,,,O
329.0,this,O,O,O,,,many,,,,,,,,O
329.0,wont,O,O,O,,,reports,,,,,,,,O
329.0,fix,O,O,O,,,that,,,,,,,,O
329.0,issue,O,O,O,,,this,,,,,,,,O
329.0,and,O,O,O,,,wont,,,,,,,,O
329.0,that,O,O,O,,,fix,,,,,,,,O
329.0,most,O,O,O,,,issue,,,,,,,,O
329.0,people,O,O,O,,,and,,,,,,,,O
329.0,have,O,O,O,,,that,,,,,,,,O
329.0,had,O,O,O,,,most,,,,,,,,O
329.0,to,O,O,O,,,people,,,,,,,,O
329.0,replace,B-C,O,B-C,,,have,,,,,,,,B-C
329.0,the,I-C,O,I-C,,,had,,,,,,,,I-C
329.0,entire,I-C,O,I-C,,,to,,,,,,,,I-C
329.0,rackpinion,I-C,O,I-C,,,replace,,,,,,,,I-C
330.0,when,O,O,O,,,the,,,,,,,,O
330.0,starting,O,O,O,,,entire,,,,,,,,O
330.0,vehicle,O,O,O,,,rackpinion,,,,,,,,O
330.0,the,B-E,B-E,B-E,,,when,,,,,,,,B-E
330.0,power,I-E,I-E,I-E,,,starting,,,,,,,,I-E
330.0,steering,I-E,I-E,I-E,,,vehicle,,,,,,,,I-E
330.0,assist,I-E,I-E,I-E,,,the,,,,,,,,I-E
330.0,does,I-E,I-E,I-E,,,power,,,,,,,,I-E
330.0,not,I-E,I-E,I-E,,,steering,,,,,,,,I-E
330.0,work,I-E,I-E,I-E,,,assist,,,,,,,,I-E
330.0,i,O,O,O,,,does,,,,,,,,O
330.0,have,O,O,O,,,not,,,,,,,,O
330.0,to,O,O,O,,,work,,,,,,,,O
330.0,restart,O,O,O,,,i,,,,,,,,O
330.0,the,O,O,O,,,have,,,,,,,,O
330.0,vehicle,O,O,O,,,to,,,,,,,,O
330.0,2021-01-03 00:00:00,O,O,O,,,restart,,,,,,,,O
330.0,times,O,O,O,,,the,,,,,,,,O
330.0,to,O,O,O,,,vehicle,,,,,,,,O
330.0,get,O,O,O,,,2021-01-03 00:00:00,,,,,,,,O
330.0,the,O,O,O,,,times,,,,,,,,O
330.0,steering,O,O,O,,,to,,,,,,,,O
330.0,to,O,O,O,,,get,,,,,,,,O
330.0,work,O,O,O,,,the,,,,,,,,O
330.0,this,O,O,O,,,steering,,,,,,,,O
330.0,has,O,O,O,,,to,,,,,,,,O
330.0,happened,O,O,O,,,work,,,,,,,,O
330.0,aprox,O,O,O,,,this,,,,,,,,O
330.0,6,O,O,O,,,has,,,,,,,,O
330.0,times,O,O,O,,,happened,,,,,,,,O
330.0,in,O,O,O,,,aprox,,,,,,,,O
330.0,the,O,O,O,,,6,,,,,,,,O
330.0,last,O,O,O,,,times,,,,,,,,O
330.0,3,O,O,O,,,in,,,,,,,,O
330.0,months,O,O,O,,,the,,,,,,,,O
330.0,took,O,O,O,,,last,,,,,,,,O
330.0,vehicle,O,O,O,,,3,,,,,,,,O
330.0,to,O,O,O,,,months,,,,,,,,O
330.0,dealer,O,O,O,,,took,,,,,,,,O
330.0,for,O,O,O,,,vehicle,,,,,,,,O
330.0,repair,O,O,O,,,to,,,,,,,,O
330.0,as,O,O,O,,,dealer,,,,,,,,O
330.0,vin,O,O,O,,,for,,,,,,,,O
330.0,doesnt,O,O,O,,,repair,,,,,,,,O
330.0,qualify,O,O,O,,,as,,,,,,,,O
330.0,for,O,O,O,,,vin,,,,,,,,O
330.0,the,O,O,O,,,doesnt,,,,,,,,O
330.0,recall,O,O,O,,,qualify,,,,,,,,O
330.0,that,O,O,O,,,for,,,,,,,,O
330.0,affects,O,O,O,,,the,,,,,,,,O
330.0,2013,O,O,O,,,recall,,,,,,,,O
330.0,explorers,O,O,O,,,that,,,,,,,,O
330.0,and,O,O,O,,,affects,,,,,,,,O
330.0,the,O,O,O,,,2013,,,,,,,,O
330.0,steering,O,O,O,,,explorers,,,,,,,,O
330.0,gear,O,O,O,,,and,,,,,,,,O
330.0,upon,O,O,O,,,the,,,,,,,,O
330.0,inspection,O,O,O,,,steering,,,,,,,,O
330.0,the,O,O,O,,,gear,,,,,,,,O
330.0,tech,O,O,O,,,upon,,,,,,,,O
330.0,found,O,O,O,,,inspection,,,,,,,,O
330.0,the,B-C,B-C,B-C,,,the,,,,,,,,B-C
330.0,power,I-C,I-C,I-C,,,tech,,,,,,,,I-C
330.0,steering,I-C,I-C,I-C,,,found,,,,,,,,I-C
330.0,rack,I-C,I-C,I-C,,,the,,,,,,,,I-C
330.0,to,I-C,I-C,I-C,,,power,,,,,,,,I-C
330.0,be,I-C,I-C,I-C,,,steering,,,,,,,,I-C
330.0,faulty,I-C,I-C,I-C,,,rack,,,,,,,,I-C
330.0,the,O,O,O,,,to,,,,,,,,O
330.0,steering,O,O,O,,,be,,,,,,,,O
330.0,gear,O,O,O,,,faulty,,,,,,,,O
330.0,was,O,O,O,,,the,,,,,,,,O
330.0,replaced,O,O,O,,,steering,,,,,,,,O
330.0,on,O,O,O,,,gear,,,,,,,,O
330.0,182020,O,O,O,,,was,,,,,,,,O
331.0,the,B-E,O,B-E,,,replaced,,,,,,,,B-E
331.0,fca,I-E,O,I-E,,,on,,,,,,,,I-E
331.0,forward,I-E,O,I-E,,,182020,,,,,,,,I-E
331.0,collision,I-E,O,I-E,,,the,,,,,,,,I-E
331.0,avoidance,I-E,O,I-E,,,fca,,,,,,,,I-E
331.0,system,I-E,O,I-E,,,forward,,,,,,,,I-E
331.0,does,I-E,O,I-E,,,collision,,,,,,,,I-E
331.0,no,I-E,O,I-E,,,avoidance,,,,,,,,I-E
331.0,work,I-E,O,I-E,,,system,,,,,,,,I-E
331.0,as,O,O,O,,,does,,,,,,,,O
331.0,it,O,O,O,,,no,,,,,,,,O
331.0,should,O,O,O,,,work,,,,,,,,O
331.0,it,O,O,O,,,as,,,,,,,,O
331.0,does,O,O,O,,,it,,,,,,,,O
331.0,not,O,O,O,,,should,,,,,,,,O
331.0,see,O,O,O,,,it,,,,,,,,O
331.0,vehicles,O,O,O,,,does,,,,,,,,O
331.0,or,O,O,O,,,not,,,,,,,,O
331.0,pedestrians,O,O,O,,,see,,,,,,,,O
331.0,directly,O,O,O,,,vehicles,,,,,,,,O
331.0,in,O,O,O,,,or,,,,,,,,O
331.0,front,O,O,O,,,pedestrians,,,,,,,,O
331.0,while,O,O,O,,,directly,,,,,,,,O
331.0,not,O,O,O,,,in,,,,,,,,O
331.0,in,O,O,O,,,front,,,,,,,,O
331.0,cruise,O,O,O,,,while,,,,,,,,O
331.0,control,O,O,O,,,not,,,,,,,,O
331.0,the,O,O,O,,,in,,,,,,,,O
331.0,only,O,O,O,,,cruise,,,,,,,,O
331.0,time,O,O,O,,,control,,,,,,,,O
331.0,the,O,O,O,,,the,,,,,,,,O
331.0,system,O,O,O,,,only,,,,,,,,O
331.0,alarms,O,O,O,,,time,,,,,,,,O
331.0,is,O,O,O,,,the,,,,,,,,O
331.0,when,O,O,O,,,system,,,,,,,,O
331.0,following,O,O,O,,,alarms,,,,,,,,O
331.0,a,O,O,O,,,is,,,,,,,,O
331.0,vehicle,O,O,O,,,when,,,,,,,,O
331.0,which,O,O,O,,,following,,,,,,,,O
331.0,is,O,O,O,,,a,,,,,,,,O
331.0,in,O,O,O,,,vehicle,,,,,,,,O
331.0,the,O,O,O,,,which,,,,,,,,O
331.0,same,O,O,O,,,is,,,,,,,,O
331.0,lane,O,O,O,,,in,,,,,,,,O
331.0,on,O,O,O,,,the,,,,,,,,O
331.0,city,O,O,O,,,same,,,,,,,,O
331.0,streets,O,O,O,,,lane,,,,,,,,O
331.0,and,O,O,O,,,on,,,,,,,,O
331.0,then,O,O,O,,,city,,,,,,,,O
331.0,the,O,O,O,,,streets,,,,,,,,O
331.0,target,O,O,O,,,and,,,,,,,,O
331.0,vehicle,O,O,O,,,then,,,,,,,,O
331.0,turns,O,O,O,,,the,,,,,,,,O
331.0,right,O,O,O,,,target,,,,,,,,O
331.0,and,O,O,O,,,vehicle,,,,,,,,O
331.0,creates,O,O,O,,,turns,,,,,,,,O
331.0,no,O,O,O,,,right,,,,,,,,O
331.0,hazard,O,O,O,,,and,,,,,,,,O
331.0,the,O,O,O,,,creates,,,,,,,,O
331.0,fca,O,O,O,,,no,,,,,,,,O
331.0,does,O,O,O,,,hazard,,,,,,,,O
331.0,not,O,O,O,,,the,,,,,,,,O
331.0,work,O,O,O,,,fca,,,,,,,,O
331.0,according,O,O,O,,,does,,,,,,,,O
331.0,to,O,O,O,,,not,,,,,,,,O
331.0,what,O,O,O,,,work,,,,,,,,O
331.0,is,O,O,O,,,according,,,,,,,,O
331.0,mentioned,O,O,O,,,to,,,,,,,,O
331.0,in,O,O,O,,,what,,,,,,,,O
331.0,the,O,O,O,,,is,,,,,,,,O
331.0,owners,O,O,O,,,mentioned,,,,,,,,O
331.0,manual,O,O,O,,,in,,,,,,,,O
331.0,nor,O,O,O,,,the,,,,,,,,O
331.0,does,O,O,O,,,owners,,,,,,,,O
331.0,it,O,O,O,,,manual,,,,,,,,O
331.0,operate,O,O,O,,,nor,,,,,,,,O
331.0,like,O,O,O,,,does,,,,,,,,O
331.0,it,O,O,O,,,it,,,,,,,,O
331.0,is,O,O,O,,,operate,,,,,,,,O
331.0,shown,O,O,O,,,like,,,,,,,,O
331.0,in,O,O,O,,,it,,,,,,,,O
331.0,a,O,O,O,,,is,,,,,,,,O
331.0,youtube,O,O,O,,,shown,,,,,,,,O
331.0,video,O,O,O,,,in,,,,,,,,O
331.0,sponsored,O,O,O,,,a,,,,,,,,O
331.0,by,O,O,O,,,youtube,,,,,,,,O
331.0,hyundai,O,O,O,,,video,,,,,,,,O
332.0,an,B-C,B-C,B-C,,,sponsored,,,,,,,,B-C
332.0,electrical,I-C,I-C,I-C,,,by,,,,,,,,I-C
332.0,problem,I-C,I-C,I-C,,,hyundai,,,,,,,,I-C
332.0,in,I-C,I-C,I-C,,,an,,,,,,,,I-C
332.0,the,I-C,I-C,I-C,,,electrical,,,,,,,,I-C
332.0,epas,I-C,I-C,I-C,,,problem,,,,,,,,I-C
332.0,unit,I-C,I-C,I-C,,,in,,,,,,,,I-C
332.0,has,O,O,O,,,the,,,,,,,,O
332.0,resulted,O,O,O,,,epas,,,,,,,,O
332.0,in,O,O,O,,,unit,,,,,,,,O
332.0,the,B-E,B-E,B-E,,,has,,,,,,,,B-E
332.0,loss,I-E,I-E,I-E,,,resulted,,,,,,,,I-E
332.0,of,I-E,I-E,I-E,,,in,,,,,,,,I-E
332.0,power,I-E,I-E,I-E,,,the,,,,,,,,I-E
332.0,steering,I-E,I-E,I-E,,,loss,,,,,,,,I-E
332.0,in,O,O,O,,,of,,,,,,,,O
332.0,my,O,O,O,,,power,,,,,,,,O
332.0,2013,O,O,O,,,steering,,,,,,,,O
332.0,ford,O,O,O,,,in,,,,,,,,O
332.0,f-150,O,O,O,,,my,,,,,,,,O
332.0,vehicle,O,O,O,,,2013,,,,,,,,O
332.0,has,O,O,O,,,ford,,,,,,,,O
332.0,63000,O,O,O,,,f-150,,,,,,,,O
332.0,miles,O,O,O,,,vehicle,,,,,,,,O
332.0,and,O,O,O,,,has,,,,,,,,O
332.0,has,O,O,O,,,63000,,,,,,,,O
332.0,no,O,O,O,,,miles,,,,,,,,O
332.0,accidents,O,O,O,,,and,,,,,,,,O
332.0,and,O,O,O,,,has,,,,,,,,O
332.0,has,O,O,O,,,no,,,,,,,,O
332.0,not,O,O,O,,,accidents,,,,,,,,O
332.0,been,O,O,O,,,and,,,,,,,,O
332.0,subject,O,O,O,,,has,,,,,,,,O
332.0,to,O,O,O,,,not,,,,,,,,O
332.0,abnormal,O,O,O,,,been,,,,,,,,O
332.0,driving,O,O,O,,,subject,,,,,,,,O
332.0,conditions,O,O,O,,,to,,,,,,,,O
332.0,the,O,O,O,,,abnormal,,,,,,,,O
332.0,problem,O,O,O,,,driving,,,,,,,,O
332.0,presented,O,O,O,,,conditions,,,,,,,,O
332.0,itself,O,O,O,,,the,,,,,,,,O
332.0,when,O,O,O,,,problem,,,,,,,,O
332.0,the,O,O,O,,,presented,,,,,,,,O
332.0,weather,O,O,O,,,itself,,,,,,,,O
332.0,became,O,O,O,,,when,,,,,,,,O
332.0,cold,O,O,O,,,the,,,,,,,,O
332.0,during,O,O,O,,,weather,,,,,,,,O
332.0,the,O,O,O,,,became,,,,,,,,O
332.0,fall,O,O,O,,,cold,,,,,,,,O
332.0,of,O,O,O,,,during,,,,,,,,O
332.0,2019,O,O,O,,,the,,,,,,,,O
332.0,when,O,O,O,,,fall,,,,,,,,O
332.0,outside,O,O,O,,,of,,,,,,,,O
332.0,temperatures,O,O,O,,,2019,,,,,,,,O
332.0,dropped,O,O,O,,,when,,,,,,,,O
332.0,below,O,O,O,,,outside,,,,,,,,O
332.0,65,O,O,O,,,temperatures,,,,,,,,O
332.0,degrees,O,O,O,,,dropped,,,,,,,,O
332.0,and,O,O,O,,,below,,,,,,,,O
332.0,i,O,O,O,,,65,,,,,,,,O
332.0,started,O,O,O,,,degrees,,,,,,,,O
332.0,my,O,O,O,,,and,,,,,,,,O
332.0,vehicle,O,O,O,,,i,,,,,,,,O
332.0,i,O,O,O,,,started,,,,,,,,O
332.0,received,O,O,O,,,my,,,,,,,,O
332.0,a,O,O,O,,,vehicle,,,,,,,,O
332.0,power,O,O,O,,,i,,,,,,,,O
332.0,steering,O,O,O,,,received,,,,,,,,O
332.0,assist,O,O,O,,,a,,,,,,,,O
332.0,failure,O,O,O,,,power,,,,,,,,O
332.0,warning,O,O,O,,,steering,,,,,,,,O
332.0,and,O,O,O,,,assist,,,,,,,,O
332.0,the,O,O,O,,,failure,,,,,,,,O
332.0,vehicle,O,O,O,,,warning,,,,,,,,O
332.0,did,O,O,O,,,and,,,,,,,,O
332.0,not,O,O,O,,,the,,,,,,,,O
332.0,have,O,O,O,,,vehicle,,,,,,,,O
332.0,power,O,O,O,,,did,,,,,,,,O
332.0,steering,O,O,O,,,not,,,,,,,,O
332.0,testing,O,O,O,,,have,,,,,,,,O
332.0,over,O,O,O,,,power,,,,,,,,O
332.0,a,O,O,O,,,steering,,,,,,,,O
332.0,4,O,O,O,,,testing,,,,,,,,O
332.0,week,O,O,O,,,over,,,,,,,,O
332.0,period,O,O,O,,,a,,,,,,,,O
332.0,as,O,O,O,,,4,,,,,,,,O
332.0,the,O,O,O,,,week,,,,,,,,O
332.0,outside,O,O,O,,,period,,,,,,,,O
332.0,temperature,O,O,O,,,as,,,,,,,,O
332.0,fluctuated,O,O,O,,,the,,,,,,,,O
332.0,between,O,O,O,,,outside,,,,,,,,O
332.0,40-80,O,O,O,,,temperature,,,,,,,,O
332.0,degrees,O,O,O,,,fluctuated,,,,,,,,O
332.0,allowed,O,O,O,,,between,,,,,,,,O
332.0,me,O,O,O,,,40-80,,,,,,,,O
332.0,to,O,O,O,,,degrees,,,,,,,,O
332.0,see,O,O,O,,,allowed,,,,,,,,O
332.0,the,O,O,B-C,,,me,,,,,,,,O
332.0,connection,O,O,I-C,,,to,,,,,,,,O
332.0,to,O,O,I-C,,,see,,,,,,,,O
332.0,the,O,O,I-C,,,the,,,,,,,,O
332.0,power,O,O,I-C,,,connection,,,,,,,,O
332.0,steering,O,O,I-C,,,to,,,,,,,,O
332.0,failure,O,O,I-C,,,the,,,,,,,,O
332.0,and,O,O,O,,,power,,,,,,,,O
332.0,the,O,O,O,,,steering,,,,,,,,O
332.0,outside,O,O,O,,,failure,,,,,,,,O
332.0,temperature,O,O,O,,,and,,,,,,,,O
332.0,additionally,O,O,O,,,the,,,,,,,,O
332.0,when,O,O,O,,,outside,,,,,,,,O
332.0,the,O,O,O,,,temperature,,,,,,,,O
332.0,outside,O,O,O,,,additionally,,,,,,,,O
332.0,temperature,O,O,O,,,when,,,,,,,,O
332.0,was,O,O,O,,,the,,,,,,,,O
332.0,close,O,O,O,,,outside,,,,,,,,O
332.0,to,O,O,O,,,temperature,,,,,,,,O
332.0,but,O,O,O,,,was,,,,,,,,O
332.0,did,O,O,O,,,close,,,,,,,,O
332.0,not,O,O,O,,,to,,,,,,,,O
333.0,while,O,O,O,,,but,,,,,,,,O
333.0,driving,O,O,O,,,did,,,,,,,,O
333.0,home,O,O,O,,,not,,,,,,,,O
333.0,january,O,O,O,,,while,,,,,,,,O
333.0,11,O,O,O,,,driving,,,,,,,,O
333.0,2020,O,O,O,,,home,,,,,,,,O
333.0,at,O,O,O,,,january,,,,,,,,O
333.0,approximately,O,O,O,,,11,,,,,,,,O
333.0,830,O,O,O,,,2020,,,,,,,,O
333.0,pm,O,O,O,,,at,,,,,,,,O
333.0,on,O,O,O,,,approximately,,,,,,,,O
333.0,a,O,O,O,,,830,,,,,,,,O
333.0,main,O,O,O,,,pm,,,,,,,,O
333.0,street,O,O,O,,,on,,,,,,,,O
333.0,thankfully,O,O,O,,,a,,,,,,,,O
333.0,in,O,O,O,,,main,,,,,,,,O
333.0,very,O,O,O,,,street,,,,,,,,O
333.0,little,O,O,O,,,thankfully,,,,,,,,O
333.0,traffic,O,O,O,,,in,,,,,,,,O
333.0,while,O,O,O,,,very,,,,,,,,O
333.0,proceeding,O,O,O,,,little,,,,,,,,O
333.0,to,O,O,O,,,traffic,,,,,,,,O
333.0,travel,O,O,O,,,while,,,,,,,,O
333.0,through,O,O,O,,,proceeding,,,,,,,,O
333.0,a,O,O,O,,,to,,,,,,,,O
333.0,traffic,O,O,O,,,travel,,,,,,,,O
333.0,controlled,O,O,O,,,through,,,,,,,,O
333.0,intersection,O,O,O,,,a,,,,,,,,O
333.0,at,O,O,O,,,traffic,,,,,,,,O
333.0,approximately,O,O,O,,,controlled,,,,,,,,O
333.0,50,O,O,O,,,intersection,,,,,,,,O
333.0,mph,O,O,O,,,at,,,,,,,,O
333.0,the,B-E,O,B-E,,,approximately,,,,,,,,B-E
333.0,automatic,I-E,O,I-E,,,50,,,,,,,,I-E
333.0,emergency,I-E,O,I-E,,,mph,,,,,,,,I-E
333.0,braking,I-E,O,I-E,,,the,,,,,,,,I-E
333.0,system,I-E,O,I-E,,,automatic,,,,,,,,I-E
333.0,activated,I-E,O,I-E,,,emergency,,,,,,,,I-E
333.0,this,O,O,O,,,braking,,,,,,,,O
333.0,is,O,O,O,,,system,,,,,,,,O
333.0,the,O,O,O,,,activated,,,,,,,,O
333.0,third,O,O,O,,,this,,,,,,,,O
333.0,time,O,O,O,,,is,,,,,,,,O
333.0,that,O,O,O,,,the,,,,,,,,O
333.0,this,O,O,O,,,third,,,,,,,,O
333.0,has,O,O,O,,,time,,,,,,,,O
333.0,happened,O,O,O,,,that,,,,,,,,O
333.0,to,O,O,O,,,this,,,,,,,,O
333.0,me,O,O,O,,,has,,,,,,,,O
333.0,and,O,O,O,,,happened,,,,,,,,O
333.0,if,O,O,O,,,to,,,,,,,,O
333.0,it,O,O,O,,,me,,,,,,,,O
333.0,had,O,O,O,,,and,,,,,,,,O
333.0,been,O,O,O,,,if,,,,,,,,O
333.0,a,O,O,O,,,it,,,,,,,,O
333.0,daynight,O,O,O,,,had,,,,,,,,O
333.0,with,O,O,O,,,been,,,,,,,,O
333.0,normal,O,O,O,,,a,,,,,,,,O
333.0,heavy,O,O,O,,,daynight,,,,,,,,O
333.0,traffic,O,O,O,,,with,,,,,,,,O
333.0,the,O,O,O,,,normal,,,,,,,,O
333.0,possibility,O,O,O,,,heavy,,,,,,,,O
333.0,of,O,O,O,,,traffic,,,,,,,,O
